Gene name	3' UTR start	3' UTR end	mean_utr_len	max_utr_len	median_utr_len	auto_reg
PIN1	9847827.777777778	9848039.888888888	212.11111111111111	482.0	149.0	not_in_net
PIN4	72238656.5	72239255.08333333	598.5833333333334	1514.0	377.0	not_in_net
PINK1	20650692.0	20651511.0	819.0	819.0	819.0	not_in_net
PINLYP	43582002.0	43582100.2	98.2	102.0	96.0	not_in_net
PINX1	10580360.5	10580656.875	296.375	626.0	320.5	not_in_net
PIP	143139643.0	143139739.0	96.0	96.0	96.0	not_in_net
PIP4K2A	22536202.333333332	22537200.0	997.6666666666666	2346.0	462.0	not_in_net
PIP4K2B	38666082.5	38670083.5	4001.0	4001.0	4001.0	not_in_net
PIP4K2C	57599170.461538464	57599534.07692308	363.61538461538464	1811.0	112.0	not_in_net
PIP4P1	20457811.666666668	20458482.333333332	670.6666666666666	839.0	700.0	not_in_net
PIP4P2	91005293.91666667	91005551.16666667	257.25	1874.0	98.0	not_in_net
PIP5K1A	151236251.5	151237134.75	883.25	1670.0	960.5	not_in_net
PIP5K1B	68984478.25	68984826.125	347.875	729.0	170.0	not_in_net
PIP5K1C	3634065.25	3635391.0	1325.75	2983.0	1015.0	not_in_net
PIP5KL1	127921205.0	127921846.0	641.0	965.0	641.0	not_in_net
PIPOX	29056306.0	29057216.0	910.0	910.0	910.0	not_in_net
PIR	15384799.0	15385003.0	204.0	204.0	204.0	not_in_net
PIRT	10822470.0	10825231.0	2761.0	2761.0	2761.0	not_in_net
PISD	31622258.545454547	31622859.181818184	600.6363636363636	1325.0	508.0	not_in_net
PITHD1	23787377.0	23788232.0	855.0	855.0	855.0	not_in_net
PITPNA	1526425.2	1527043.4	618.2	2820.0	93.5	not_in_net
PITPNB	27853307.14285714	27854182.0	874.8571428571429	1994.0	84.0	not_in_net
PITPNC1	67692681.66666667	67697257.66666667	4576.0	4683.0	4678.0	not_in_net
PITPNM1	67491768.0	67492032.0	264.0	264.0	264.0	not_in_net
PITPNM2	122987686.0	122989614.25	1928.25	2546.0	2545.5	not_in_net
PITPNM3	6454365.333333333	6457209.0	2843.6666666666665	4074.0	4073.0	not_in_net
PITRM1	3140722.5	3140928.5	206.0	302.0	258.0	not_in_net
PITX1	135028143.5	135028778.0	634.5	1044.0	634.5	not_in_net
PITX2	110617782.0	110618455.875	673.875	701.0	697.0	not_in_net
PITX3	102230284.33333333	102230483.33333333	199.0	324.0	238.0	not_in_net
PIWIL1	130371516.33333333	130372212.66666667	696.3333333333334	1038.0	1016.0	not_in_net
PIWIL2	22355506.0	22356171.25	665.25	2062.0	294.5	not_in_net
PIWIL3	24719142.0	24719471.0	329.0	437.0	329.0	not_in_net
PIWIL4	94616057.27272727	94616289.27272727	232.0	545.0	153.0	not_in_net
PJA1	69160862.4	69161283.0	420.6	452.0	444.0	not_in_net
PJA2	109334717.5	109337230.0	2512.5	2517.0	2512.5	not_in_net
PJVK	178460831.8	178460930.5	98.7	299.0	76.0	not_in_net
PKD1	2099243.945945946	2099457.3243243243	213.3783783783784	1016.0	143.0	not_in_net
PKD1L1	47774754.666666664	47775113.666666664	359.0	561.0	490.0	not_in_net
PKD2	88075695.0	88076446.66666667	751.6666666666666	2082.0	163.0	not_in_net
PKD2L1	100297252.31578948	100297399.63157895	147.31578947368422	253.0	123.0	not_in_net
PKD2L2	137924026.45454547	137924251.9090909	225.45454545454547	688.0	221.0	not_in_net
PKDCC	42055723.428571425	42055962.0	238.57142857142858	828.0	139.0	not_in_net
PKDREJ	46255663.0	46256560.0	897.0	897.0	897.0	not_in_net
PKHD1	51668074.0	51670532.5	2458.5	3781.0	2458.5	not_in_net
PKHD1L1	109530091.0	109533733.5	3642.5	7116.0	3642.5	not_in_net
PKIA	78601822.0	78603516.66666667	1694.6666666666667	3445.0	1363.0	not_in_net
PKIB	122725196.0	122726055.625	859.625	1177.0	936.0	not_in_net
PKIG	44619166.71428572	44619781.28571428	614.5714285714286	672.0	672.0	not_in_net
PKLR	155304747.875	155305184.75	436.875	1278.0	242.5	not_in_net
PKM	72202858.73684211	72203174.89473684	316.1578947368421	651.0	181.0	not_in_net
PKMYT1	2972514.6	2972683.4	168.8	422.0	138.5	not_in_net
PKN1	14471397.5	14471480.166666666	82.66666666666667	183.0	77.0	not_in_net
PKN2	88825432.75	88826302.25	869.5	2806.0	301.0	not_in_net
PKN3	128720607.0	128720916.0	309.0	309.0	309.0	not_in_net
PKNOX1	43023676.222222224	43024657.777777776	981.5555555555555	3829.0	163.0	auto_regulate
PKNOX2	125415301.77777778	125415668.0	366.22222222222223	1996.0	135.0	not_in_net
PKP1	201329455.5	201330930.5	1475.0	2919.0	1475.0	not_in_net
PKP2	32824969.333333332	32826535.666666668	1566.3333333333333	1678.0	1569.0	not_in_net
PKP3	404552.0	404794.5	242.5	338.0	242.5	not_in_net
PKP4	158640127.31914893	158640356.19148937	228.87234042553192	2201.0	173.0	not_in_net
PLA1A	119627603.4	119627868.4	265.0	342.0	342.0	not_in_net
PLA2G10	14674624.666666666	14674693.333333334	68.66666666666667	77.0	68.0	not_in_net
PLA2G12A	109713929.0	109715238.75	1309.75	4387.0	346.0	not_in_net
PLA2G12B	72934762.0	72935616.0	854.0	854.0	854.0	not_in_net
PLA2G15	68257074.66666667	68257510.66666667	436.0	1400.0	257.0	not_in_net
PLA2G1B	120322115.66666667	120322227.33333333	111.66666666666667	183.0	77.0	not_in_net
PLA2G2A	19975433.666666668	19975700.0	266.3333333333333	269.0	268.0	not_in_net
PLA2G2C	20161253.0	20163990.0	2737.0	2737.0	2737.0	not_in_net
PLA2G2D	20112298.0	20114184.0	1886.0	2174.0	1886.0	not_in_net
PLA2G2E	19920009.0	19920306.0	297.0	297.0	297.0	not_in_net
PLA2G2F	20148402.0	20150386.0	1984.0	1984.0	1984.0	not_in_net
PLA2G3	31134807.0	31135722.0	915.0	915.0	915.0	not_in_net
PLA2G4A	186988509.0	186988981.0	472.0	472.0	472.0	not_in_net
PLA2G4B	41847861.0	41848108.666666664	247.66666666666666	286.0	286.0	not_in_net
PLA2G4C	48086379.333333336	48086561.86666667	182.53333333333333	544.0	111.0	not_in_net
PLA2G4D	42067009.0	42068714.0	1705.0	1705.0	1705.0	not_in_net
PLA2G4E	41981582.0	41983753.0	2171.0	2171.0	2171.0	not_in_net
PLA2G4F	42147481.45714286	42147765.37142857	283.9142857142857	2949.0	136.0	not_in_net
PLA2G5	20090693.0	20091911.0	1218.0	1218.0	1218.0	not_in_net
PLA2G6	38123676.38554217	38123870.21686747	193.83132530120483	765.0	154.0	not_in_net
PLA2G7	46704259.0	46704559.0	300.0	358.0	300.0	not_in_net
PLA2R1	159938910.5	159944284.5	5374.0	9771.0	5374.0	not_in_net
PLAA	26906261.666666668	26907053.333333332	791.6666666666666	2138.0	215.0	not_in_net
PLAAT1	193272438.5	193272552.75	114.25	149.0	125.0	not_in_net
PLAAT2	63552770.0	63552963.0	193.0	193.0	193.0	not_in_net
PLAAT3	63574047.666666664	63574944.0	896.3333333333334	1749.0	470.0	not_in_net
PLAAT4	63545829.333333336	63546100.666666664	271.3333333333333	413.0	201.0	not_in_net
PLAAT5	63464183.5	63464861.75	678.25	2191.0	260.0	not_in_net
PLAC1	134565838.0	134566043.0	205.0	205.0	205.0	not_in_net
PLAC8	83092656.44444445	83093034.8888889	378.44444444444446	1825.0	165.0	not_in_net
PLAC8L1	146084720.0	146084859.33333334	139.33333333333334	204.0	118.0	not_in_net
PLAC9	80144941.33333333	80145153.33333333	212.0	448.0	153.0	not_in_net
PLAG1	56163504.0	56166242.0	2738.0	5333.0	2738.0	not_in_net
PLAGL1	143940501.76923078	143941423.0	921.2307692307693	1123.0	1121.0	not_in_net
PLAGL2	32192504.0	32196451.0	3947.0	3947.0	3947.0	not_in_net
PLAT	42177236.55555555	42177666.222222224	429.6666666666667	1274.0	245.0	not_in_net
PLAU	73916566.0	73917495.0	929.0	930.0	929.0	not_in_net
PLAUR	43651680.55555555	43651949.777777776	269.22222222222223	382.0	310.0	not_in_net
PLB1	28628937.285714287	28629165.85714286	228.57142857142858	2009.0	85.0	not_in_net
PLBD1	14528395.5	14528530.0	134.5	200.0	139.0	not_in_net
PLBD2	113379838.4	113380621.6	783.2	3002.0	136.0	not_in_net
PLCB1	8796812.05263158	8797544.605263159	732.5526315789474	3274.0	161.5	not_in_net
PLCB2	40289341.571428575	40289852.14285714	510.57142857142856	924.0	575.0	not_in_net
PLCB3	64267793.75	64268141.0	347.25	646.0	365.0	not_in_net
PLCB4	9478994.0	9480693.4	1699.4	2252.0	1823.0	not_in_net
PLCD1	38007498.0	38007772.0	274.0	274.0	274.0	not_in_net
PLCD3	45110631.0	45112615.0	1984.0	3656.0	1984.0	not_in_net
PLCD4	218630093.6153846	218630268.92307693	175.30769230769232	597.0	96.0	not_in_net
PLCE1	94326235.8	94327405.8	1170.0	4855.0	421.0	not_in_net
PLCG1	41176993.64705882	41177383.35294118	389.70588235294116	3116.0	146.0	not_in_net
PLCG2	81920228.83333333	81921196.5	967.6666666666666	4686.0	135.5	not_in_net
PLCH1	155463076.0	155464166.5	1090.5	3169.0	1085.0	not_in_net
PLCH2	2504760.8571428573	2505490.714285714	729.8571428571429	1898.0	311.0	not_in_net
PLCL1	198102553.875	198104028.5	1474.625	3104.0	1338.5	not_in_net
PLCL2	17087012.666666668	17087570.0	557.3333333333334	691.0	680.0	not_in_net
PLCXD1	300211.25	302381.75	2170.5	4020.0	2266.5	not_in_net
PLCXD2	111786311.25	111788148.25	1837.0	6113.0	601.5	not_in_net
PLCXD3	41308879.333333336	41313256.666666664	4377.333333333333	6664.0	5581.0	not_in_net
PLCZ1	18697603.655172415	18697727.172413792	123.51724137931035	231.0	136.0	not_in_net
PLD1	171691733.75	171692535.125	801.375	2673.0	132.5	not_in_net
PLD2	4814723.142857143	4814884.19047619	161.04761904761904	565.0	113.0	not_in_net
PLD3	40376116.1	40376315.4	199.3	311.0	223.0	not_in_net
PLD4	104934027.0	104935505.75	1478.75	4825.0	410.0	not_in_net
PLD5	242165005.77272728	242165683.13636363	677.3636363636364	6867.0	152.0	not_in_net
PLD6	17200995.0	17202766.0	1771.0	1771.0	1771.0	not_in_net
PLEC	143915152.33333334	143916176.0	1023.6666666666666	1029.0	1023.0	not_in_net
PLEK	68395817.0	68397453.0	1636.0	1636.0	1636.0	not_in_net
PLEK2	67389729.4	67389865.5	136.1	344.0	83.0	not_in_net
PLEKHA1	122429609.5	122433092.33333333	3482.8333333333335	12663.0	2462.5	not_in_net
PLEKHA2	38969997.25	38971968.5	1971.25	4128.0	1657.0	not_in_net
PLEKHA3	178497018.85714287	178498904.85714287	1886.0	12575.0	136.0	not_in_net
PLEKHA4	48847517.222222224	48847693.222222224	176.0	454.0	109.0	not_in_net
PLEKHA5	19351426.3125	19351948.75	522.4375	2946.0	48.0	not_in_net
PLEKHA6	204221869.33333334	204223124.0	1254.6666666666667	3926.0	782.5	not_in_net
PLEKHA7	16783550.125	16784564.5	1014.375	1703.0	1411.0	not_in_net
PLEKHA8	30075274.181818184	30076042.181818184	768.0	5875.0	155.5	not_in_net
PLEKHB1	73661603.0	73662443.5	840.5	1216.0	1216.0	not_in_net
PLEKHB2	131169738.8888889	131171298.33333333	1559.4444444444443	3100.0	1023.0	not_in_net
PLEKHD1	69528420.0	69531551.0	3131.0	3131.0	3131.0	not_in_net
PLEKHF1	29674680.0	29675160.0	480.0	797.0	480.0	not_in_net
PLEKHF2	95154795.0	95155801.5	1006.5	1890.0	1006.5	not_in_net
PLEKHG1	150841172.5	150842551.5	1379.0	2768.0	1335.0	not_in_net
PLEKHG2	39425348.36363637	39425790.81818182	442.45454545454544	3120.0	178.0	not_in_net
PLEKHG3	64743704.0	64745819.0	2115.0	6545.0	640.0	not_in_net
PLEKHG4	67284789.48648648	67285017.62162162	228.13513513513513	690.0	148.0	not_in_net
PLEKHG4B	173888.33333333334	179017.33333333334	5129.0	7648.0	7646.0	not_in_net
PLEKHG5	6466700.083333333	6467586.166666667	886.0833333333334	1470.0	753.0	not_in_net
PLEKHG6	6326308.4	6326594.8	286.4	360.0	359.0	not_in_net
PLEKHH1	67585998.53846154	67586348.23076923	349.6923076923077	2376.0	139.0	not_in_net
PLEKHH2	43727536.4	43727853.1	316.7	2388.0	82.0	not_in_net
PLEKHH3	42668300.5	42668511.5	211.0	389.0	197.0	not_in_net
PLEKHJ1	2232871.5714285714	2233349.285714286	477.7142857142857	752.0	683.0	not_in_net
PLEKHM1	45451123.46590909	45451528.02272727	404.5568181818182	2065.0	193.0	not_in_net
PLEKHM2	15733935.0	15734769.0	834.0	834.0	834.0	not_in_net
PLEKHM3	207856337.5	207858531.5	2194.0	7030.0	870.0	not_in_net
PLEKHN1	974803.2	975266.8	463.6	1289.0	432.0	not_in_net
PLEKHO1	150159524.0	150159847.5	323.5	541.0	323.5	not_in_net
PLEKHO2	64865889.0	64868001.0	2112.0	2113.0	2112.0	not_in_net
PLEKHS1	113779705.16666667	113780589.0	883.8333333333334	2647.0	326.5	not_in_net
PLET1	112248153.0	112248798.0	645.0	645.0	645.0	not_in_net
PLG	160732129.0	160732594.5	465.5	687.0	465.5	not_in_net
PLGLB1	87012839.1	87013020.2	181.1	807.0	72.0	not_in_net
PLGLB2	87755928.2	87756494.2	566.0	2656.0	60.0	not_in_net
PLGRKT	5357971.0	5358238.0	267.0	267.0	267.0	not_in_net
PLIN1	89664368.66666667	89665335.33333333	966.6666666666666	1215.0	1210.0	not_in_net
PLIN2	19120769.666666668	19121063.666666668	294.0	486.0	227.0	not_in_net
PLIN3	4838535.75	4839191.0	655.25	850.0	821.0	not_in_net
PLIN4	4502186.0	4504458.0	2272.0	2278.0	2272.0	not_in_net
PLIN5	4529384.0	4530440.333333333	1056.3333333333333	1525.0	996.0	not_in_net
PLK1	23682629.25	23682785.25	156.0	303.0	138.0	not_in_net
PLK2	58453984.5	58454582.0	597.5	600.0	597.5	not_in_net
PLK3	44805679.0	44805990.0	311.0	311.0	311.0	not_in_net
PLK4	127898542.0	127898861.8	319.8	682.0	258.0	not_in_net
PLK5	1534964.0	1535390.8	426.8	795.0	300.0	not_in_net
PLLP	57253963.666666664	57256611.0	2647.3333333333335	6970.0	815.0	not_in_net
PLN	118559081.0	118561716.0	2635.0	2635.0	2635.0	not_in_net
PLOD1	11974809.0	11975537.0	728.0	728.0	728.0	not_in_net
PLOD2	146084986.16666666	146085754.16666666	768.0	1276.0	903.5	not_in_net
PLOD3	101211151.8	101211263.2	111.4	303.0	80.0	not_in_net
PLP1	103790599.0	103792618.0	2019.0	2020.0	2020.0	not_in_net
PLP2	49174136.0	49174459.0	323.0	540.0	323.0	not_in_net
PLPBP	37770698.0	37771183.75	485.75	1663.0	102.5	not_in_net
PLPP1	55446956.4	55447159.4	203.0	351.0	280.0	not_in_net
PLPP2	281279.25	281570.5	291.25	347.0	344.0	not_in_net
PLPP3	56494761.0	56496550.0	1789.0	1789.0	1789.0	not_in_net
PLPP4	120589503.0	120589853.0	350.0	352.0	350.0	not_in_net
PLPP5	38265182.63636363	38265507.90909091	325.27272727272725	1313.0	124.0	not_in_net
PLPP6	4663264.0	4665262.0	1998.0	1998.0	1998.0	not_in_net
PLPP7	131330728.4	131331270.8	542.4	973.0	329.0	not_in_net
PLPPR1	101324058.0	101325133.0	1075.0	1077.0	1075.0	not_in_net
PLPPR2	11364535.5	11365696.0	1160.5	1318.0	1160.5	not_in_net
PLPPR3	812488.0	812569.0	81.0	81.0	81.0	not_in_net
PLPPR4	99307011.0	99309586.66666667	2575.6666666666665	2579.0	2579.0	not_in_net
PLPPR5	98890245.0	98893050.66666667	2805.6666666666665	2826.0	2826.0	not_in_net
PLRG1	154541575.0	154541774.13333333	199.13333333333333	1679.0	92.0	not_in_net
PLS1	142712008.0	142713126.0	1118.0	1656.0	1651.0	not_in_net
PLS3	115637436.04347827	115637750.13043478	314.0869565217391	1299.0	142.0	not_in_net
PLSCR1	146519670.03846154	146519869.34615386	199.30769230769232	920.0	161.0	not_in_net
PLSCR2	146428249.66666666	146428353.44444445	103.77777777777777	229.0	72.0	not_in_net
PLSCR3	7390208.444444444	7390703.444444444	495.0	714.0	651.0	not_in_net
PLSCR4	146193145.4	146194410.0	1264.6	2075.0	2005.0	not_in_net
PLSCR5	146582840.33333334	146582935.16666666	94.83333333333333	170.0	73.5	not_in_net
PLTP	45898714.4	45898940.0	225.6	319.0	180.0	not_in_net
PLVAP	17351452.5	17351961.0	508.5	906.0	508.5	not_in_net
PLXDC1	39084313.23076923	39084885.84615385	572.6153846153846	4526.0	135.0	not_in_net
PLXDC2	20279820.0	20285106.5	5286.5	10036.0	5286.5	not_in_net
PLXNA1	127034018.0	127037392.0	3374.0	3374.0	3374.0	not_in_net
PLXNA2	208022242.0	208027242.0	5000.0	5000.0	5000.0	not_in_net
PLXNA3	154472686.0	154477779.0	5093.0	5093.0	5093.0	not_in_net
PLXNA4	132278729.75	132282739.5	4009.75	7146.0	4418.0	not_in_net
PLXNB1	48414715.071428575	48414923.71428572	208.64285714285714	631.0	161.0	not_in_net
PLXNB2	50275984.0	50276357.428571425	373.42857142857144	829.0	124.0	not_in_net
PLXNB3	153779040.0	153779343.5	303.5	306.0	303.5	not_in_net
PLXNC1	94304092.5	94304701.0	608.5	2389.0	330.0	not_in_net
PLXND1	129563186.375	129563571.375	385.0	1210.0	119.5	not_in_net
PM20D1	205828025.0	205828619.0	594.0	594.0	594.0	not_in_net
PM20D2	89162264.0	89165565.0	3301.0	3301.0	3301.0	not_in_net
PMAIP1	59902801.5	59903921.5	1120.0	1552.0	1120.0	not_in_net
PMCH	102196459.0	102196651.0	192.0	192.0	192.0	not_in_net
PMEL	55954121.333333336	55954213.0	91.66666666666667	108.0	107.0	not_in_net
PMEPA1	57649122.2	57652052.0	2929.8	3660.0	3658.0	not_in_net
PMF1	156232313.53846154	156232493.92307693	180.3846153846154	452.0	111.0	not_in_net
PMF1-BGLAP	156242970.66666666	156243132.0	161.33333333333334	299.0	180.0	not_in_net
PMFBP1	72128623.73076923	72128832.34615384	208.6153846153846	706.0	167.0	not_in_net
PMIS2	35587147.0	35587251.0	104.0	149.0	104.0	not_in_net
PML	74037385.13636364	74038175.72727273	790.5909090909091	2818.0	341.0	auto_regulate
PMM1	41583160.8	41583307.0	146.2	417.0	91.0	not_in_net
PMM2	8818998.285714285	8819185.17142857	186.88571428571427	1499.0	76.0	not_in_net
PMP2	81441369.5	81443418.5	2049.0	3071.0	2049.0	not_in_net
PMP22	15232054.454545455	15232668.090909092	613.6363636363636	1290.0	400.0	not_in_net
PMPCA	136422930.33333334	136423760.33333334	830.0	1499.0	496.0	not_in_net
PMPCB	103307938.61764705	103308144.23529412	205.61764705882354	2414.0	125.0	not_in_net
PMS1	189857863.83333334	189858135.29166666	271.4583333333333	1171.0	175.5	not_in_net
PMS2	5983111.214285715	5983462.642857143	351.42857142857144	2473.0	153.0	not_in_net
PMVK	154924740.0	154925128.0	388.0	388.0	388.0	not_in_net
PNCK	153671066.75	153671188.875	122.125	400.0	78.0	not_in_net
PNISR	99400552.85714285	99401527.42857143	974.5714285714286	2489.0	575.0	not_in_net
PNKD	218320909.0	218322177.0	1268.0	1811.0	1809.0	not_in_net
PNKP	49862748.844444446	49862835.222222224	86.37777777777778	299.0	79.0	not_in_net
PNLDC1	159808981.36363637	159809082.15151516	100.78787878787878	250.0	98.0	not_in_net
PNLIP	116567799.0	116567855.0	56.0	56.0	56.0	not_in_net
PNLIPRP1	116604167.22222222	116604308.1111111	140.88888888888889	521.0	108.0	not_in_net
PNLIPRP3	116477154.0	116477957.0	803.0	803.0	803.0	not_in_net
PNMA1	73711783.0	73712577.0	794.0	794.0	794.0	not_in_net
PNMA2	26504701.0	26507660.0	2959.0	2959.0	2959.0	not_in_net
PNMA3	153058681.25	153059541.75	860.5	1922.0	750.5	not_in_net
PNMA5	152988824.5	152990251.0	1426.5	1427.0	1426.5	not_in_net
PNMA6A	153074263.0	153075018.0	755.0	755.0	755.0	not_in_net
PNMA6E	153395639.5	153396905.0	1265.5	1266.0	1265.5	not_in_net
PNMA6F	153317680.0	153318937.0	1257.0	1257.0	1257.0	not_in_net
PNMA8A	46467174.0	46468545.333333336	1371.3333333333333	2057.0	2047.0	not_in_net
PNMA8B	46491191.0	46493557.0	2366.0	2366.0	2366.0	not_in_net
PNMA8C	46424697.0	46427744.0	3047.0	3047.0	3047.0	not_in_net
PNMT	39670207.0	39670346.0	139.0	249.0	85.0	not_in_net
PNN	39179089.0	39179522.5	433.5	1356.0	175.5	not_in_net
PNO1	68165005.0	68165409.75	404.75	1435.0	88.0	not_in_net
PNOC	28341193.5	28341422.0	228.5	413.0	227.5	not_in_net
PNP	20476602.0	20477094.0	492.0	492.0	492.0	not_in_net
PNPLA1	36309107.0	36309526.0	419.0	878.0	342.0	not_in_net
PNPLA2	824863.0	825573.0	710.0	710.0	710.0	not_in_net
PNPLA3	43942333.0	43942593.45454545	260.45454545454544	1199.0	110.0	not_in_net
PNPLA4	7898591.0	7900685.0	2094.0	2438.0	1922.0	not_in_net
PNPLA5	43879728.0	43880794.0	1066.0	1116.0	1115.0	not_in_net
PNPLA6	7561563.0	7561731.666666667	168.66666666666666	201.0	199.5	not_in_net
PNPLA7	137495821.0	137496097.75	276.75	440.0	279.5	not_in_net
PNPLA8	108471150.8	108472400.0	1249.2	1983.0	773.0	not_in_net
PNPO	47945674.75757576	47946137.18181818	462.42424242424244	2673.0	124.0	not_in_net
PNPT1	55657674.57575758	55657874.57575758	200.0	2175.0	71.0	not_in_net
PNRC1	89084197.0	89084567.33333333	370.3333333333333	963.0	148.0	not_in_net
PNRC2	23961878.0	23962929.333333332	1051.3333333333333	1584.0	1568.0	not_in_net
POC1A	52075322.0	52075886.0	564.0	660.0	600.0	not_in_net
POC1B	89459506.69565217	89459735.86956522	229.17391304347825	1434.0	126.0	not_in_net
POC1B-GALNT4	89520671.0	89523228.0	2557.0	3404.0	2557.0	not_in_net
POC5	75688498.25	75688625.625	127.375	310.0	93.5	not_in_net
PODN	53083337.5	53083844.75	507.25	989.0	507.0	not_in_net
PODNL1	13931916.0	13932400.5	484.5	1232.0	350.0	not_in_net
PODXL	131504617.42857143	131505932.28571428	1314.857142857143	4246.0	179.0	not_in_net
PODXL2	127672481.0	127672802.0	321.0	321.0	321.0	not_in_net
POF1B	85279755.5	85280799.0	1043.5	2024.0	1043.5	not_in_net
POFUT1	32225856.5	32228290.5	2434.0	3996.0	2434.0	not_in_net
POFUT2	45268886.166666664	45269813.083333336	926.9166666666666	3522.0	198.0	not_in_net
POGK	166851135.0	166853746.66666666	2611.6666666666665	4063.0	3759.0	not_in_net
POGLUT1	119485843.16666667	119486108.58333333	265.4166666666667	2269.0	99.0	not_in_net
POGLUT2	102784281.0	102784494.0	213.0	213.0	213.0	not_in_net
POGLUT3	108474612.33333333	108475862.66666667	1250.3333333333333	2714.0	990.5	not_in_net
POGZ	151411493.0	151412453.375	960.375	2077.0	445.5	not_in_net
POLA1	24795425.727272727	24795666.0	240.27272727272728	1164.0	129.0	not_in_net
POLA2	65286172.058823526	65286372.23529412	200.1764705882353	1415.0	88.0	not_in_net
POLB	42362659.428571425	42362741.78571428	82.35714285714286	202.0	70.0	not_in_net
POLD1	50416498.35714286	50416589.0	90.64285714285714	175.0	77.0	not_in_net
POLD2	44114689.0	44114784.0	95.0	103.0	97.0	not_in_net
POLD3	74646385.0	74647096.6	711.6	2309.0	347.0	not_in_net
POLD4	67351343.66666667	67351989.33333333	645.6666666666666	1222.0	446.0	not_in_net
POLDIP2	28347147.0	28348116.0	969.0	1483.0	969.0	not_in_net
POLDIP3	42587629.7	42588646.8	1017.1	2247.0	742.5	not_in_net
POLE	132648169.16	132648358.288	189.128	1042.0	143.0	not_in_net
POLE2	49654200.5	49654308.0	107.5	204.0	81.0	not_in_net
POLE3	113407235.0	113408810.0	1575.0	1575.0	1575.0	not_in_net
POLE4	74969423.0	74970128.0	705.0	705.0	705.0	not_in_net
POLG	89321378.3	89321546.3	168.0	522.0	144.5	not_in_net
POLG2	64483784.3125	64483999.3125	215.0	1904.0	104.5	not_in_net
POLH	43614145.0	43615660.0	1515.0	1928.0	1515.0	not_in_net
POLI	54294434.53333333	54294872.8	438.26666666666665	3766.0	130.0	not_in_net
POLK	75588206.13043478	75588502.45652173	296.32608695652175	3125.0	101.0	not_in_net
POLL	101578882.28571428	101579452.0	569.7142857142857	570.0	570.0	not_in_net
POLM	44074826.68	44075220.08	393.4	1228.0	163.0	not_in_net
POLN	2071928.6666666667	2072113.0	184.33333333333334	195.0	195.0	not_in_net
POLQ	121431429.0	121432303.0	874.0	876.0	874.0	not_in_net
POLR1A	86073988.6	86074884.8	896.2	7206.0	87.5	not_in_net
POLR1B	112562752.10344827	112563153.34482759	401.2413793103448	1452.0	171.0	not_in_net
POLR1C	43536090.85	43536395.25	304.4	1145.0	153.5	not_in_net
POLR1D	27668374.916666668	27669643.25	1268.3333333333333	4320.0	1428.0	not_in_net
POLR1E	37498157.54545455	37498362.81818182	205.27272727272728	510.0	131.0	not_in_net
POLR2A	7511247.6	7511644.0	396.4	438.0	436.0	not_in_net
POLR2B	57030989.0	57031120.25	131.25	169.0	169.0	not_in_net
POLR2C	57467214.8	57467502.0	287.2	889.0	68.0	not_in_net
POLR2D	127846031.0	127848106.0	2075.0	4553.0	1407.0	not_in_net
POLR2E	1089194.7931034483	1089446.6206896552	251.82758620689654	2146.0	79.0	not_in_net
POLR2F	37984722.64705882	37985037.4117647	314.7647058823529	1596.0	173.0	not_in_net
POLR2G	62764968.04	62765110.8	142.76	957.0	71.0	not_in_net
POLR2H	184368296.83333334	184368576.16666666	279.3333333333333	299.0	293.0	not_in_net
POLR2I	36113941.3	36114006.1	64.8	103.0	58.5	not_in_net
POLR2J	102473528.0	102473923.0	395.0	530.0	395.0	not_in_net
POLR2J2	102665368.0	102666927.0	1559.0	1559.0	1559.0	not_in_net
POLR2J3	102547824.8	102548210.28571428	385.48571428571427	4336.0	161.0	not_in_net
POLR2K	100152642.0	100153106.0	464.0	686.0	464.0	not_in_net
POLR2L	839113.0	839449.0	336.0	650.0	249.0	not_in_net
POLR2M	57727763.833333336	57728551.333333336	787.5	2877.0	310.5	not_in_net
POLR3A	77991803.0	77992510.0	707.0	2328.0	172.0	not_in_net
POLR3B	106509550.0	106510197.0	647.0	648.0	647.0	not_in_net
POLR3C	145842387.5	145843447.5	1060.0	1981.0	1060.0	not_in_net
POLR3D	22250000.2	22251794.6	1794.4	4082.0	500.0	not_in_net
POLR3E	22298354.5	22298625.29411765	270.79411764705884	1400.0	91.0	not_in_net
POLR3F	18483559.0	18484646.0	1087.0	1087.0	1087.0	not_in_net
POLR3G	90506767.25	90508630.0	1862.75	2417.0	2412.5	not_in_net
POLR3GL	145978448.0	145978709.0	261.0	400.0	261.0	not_in_net
POLR3H	41530277.571428575	41530940.071428575	662.5	3483.0	180.5	not_in_net
POLR3K	46407.0	47429.0	1022.0	1022.0	1022.0	not_in_net
POLRMT	628222.25	628430.0	207.75	532.0	123.5	not_in_net
POM121	72946980.33333333	72949347.33333333	2367.0	2969.0	2068.0	not_in_net
POM121C	75416786.0	75418795.0	2009.0	2009.0	2009.0	not_in_net
POM121L12	53036563.0	53036925.0	362.0	362.0	362.0	not_in_net
POM121L2	27285903.0	27286085.0	182.0	182.0	182.0	not_in_net
POMC	25160903.25	25161080.0	176.75	227.0	192.5	not_in_net
POMGNT1	46191445.53333333	46191635.4	189.86666666666667	675.0	109.0	not_in_net
POMGNT2	43079233.0	43079688.0	455.0	456.0	455.0	not_in_net
POMK	43122878.0	43123307.0	429.0	556.0	429.0	not_in_net
POMP	28678103.0	28678942.0	839.0	856.0	839.0	not_in_net
