gene	average_utr_length	type
HS3ST3A1	266.5	other
DCLRE1A	424.0	other
CASTOR2	98.0	other
PXMP4	2017.0	other
AP3D1	476.9230769230769	other
MRPS10	1487.0	other
RAB6C	1857.0	other
LPAR6	310.6666666666667	other
TIAM2	183.0	other
ZNF273	935.25	other
TMEM11	1043.0	other
ZSCAN16	131.0	other
GIPC1	356.44444444444446	other
HES2	1127.0	other
PADI6	260.0	other
PDIA2	67.33333333333333	other
NEURL3	602.3333333333334	other
MAP2K2	180.0	other
SSFA2	387.6521739130435	other
ADORA2B	403.0	other
EDA2R	1230.8333333333333	other
TRERF1	1428.0	other
ADD1	700.0	other
GJA10	19.0	other
NRTN	150.0	other
NPC1L1	556.5	other
SLC5A12	937.0	other
IRX6	454.0	other
OR2AG2	1593.0	other
ANKRD27	500.7142857142857	other
COX10	433.0	other
HBP1	503.7142857142857	tr
FUT6	828.0	other
MPDZ	212.825	other
SCNN1D	182.13333333333333	other
CR354443.1	315.5	other
FASTKD3	187.1	other
TMSB15A	410.0	other
CSAG3	306.0	other
WIPF2	1261.2222222222222	other
OR2AG1	2797.0	other
MAGEA6	563.5	other
DEFB134	428.0	other
DSG2	1306.5	other
OR6A2	1593.5	other
MAGEA2	552.5714285714286	other
CIRBP	304.5964912280702	other
SERPINB10	868.0	other
MTRNR2L3	522.0	other
MTPAP	2024.0	other
PAM	278.4	other
DOCK8	279.375	other
CFAP53	187.0	other
MTRR	234.02272727272728	other
UPK3B	470.5	other
SERPINB2	578.5	other
PLAT	372.44444444444446	other
ZKSCAN8	720.5	other
BARX2	876.0	other
PRDX3	776.0	other
ELOVL7	789.75	other
RAB2A	387.0	other
COG5	1861.3333333333333	other
TMEM101	641.0	other
RNASE1	240.2	other
BACH2	4226.0	tr
RGS9BP	1328.0	other
BMP4	286.3333333333333	other
YPEL5	1492.6	other
PGAM2	36.0	other
FUT1	2172.0	other
PPM1D	1427.3333333333333	other
TMEM156	467.0	other
NKX2-3	858.5	other
DLL3	338.5	other
EIF2AK4	661.6	other
SPANXN3	79.0	other
IGLL5	314.3333333333333	other
SENP6	398.2307692307692	other
SPDYE16	1297.8333333333333	other
ZNF25	2554.0	other
LPAR2	586.3333333333334	other
RHBDL3	815.4	other
CMAS	231.28571428571428	other
KIF20A	180.0	other
PKHD1L1	204.0	other
KBTBD11	3871.0	other
NPTX1	3664.0	other
HLA-DRB5	395.0	other
SLC25A28	326.0	other
P2RX3	226.66666666666666	other
FP565260.4	44.0	other
PCTP	826.375	other
SLITRK5	18006.0	other
ST8SIA1	1417.125	other
INPP5A	440.5	other
POMZP3	138.75	other
AC012476.1	1034.0	other
FP565260.3	490.3333333333333	other
TTR	340.0	other
DUS4L	302.3333333333333	other
C5orf49	961.0	other
SIRT1	1794.75	other
ESPN	473.5	other
ANKRD20A2	468.0	other
RAD51	256.75	tr
TMSB4X	378.25	other
SLITRK4	2245.3333333333335	other
C17orf75	518.0	other
HAS1	214.5	other
SNAI3	765.0	other
C6orf223	1822.0	other
MEGF6	213.88888888888889	other
TMEM45B	923.0	other
ZNF215	548.5555555555555	other
PRG3	80.0	other
PRRX2	321.0	other
PRM1	155.0	other
BRD8	145.07843137254903	other
AQP9	986.5	other
PRM2	224.5	other
SEC24A	1176.3333333333333	other
FGF21	110.5	other
F13A1	621.6666666666666	other
ZNF341	340.7647058823529	other
BSPRY	1090.0	other
BRSK1	224.0	other
C4orf50	3214.8	other
UBAP2	234.7391304347826	other
ZNF33A	2194.0	other
GPR22	296.0	other
FBXO41	2988.3333333333335	other
GINS1	2563.0	other
AC022167.5	44.333333333333336	other
SIPA1	193.33333333333334	other
SETX	2882.0	other
SOCS1	431.0	other
KRTAP4-3	353.0	other
RCC2	1371.0	other
RMI2	882.0	other
PLEKHJ1	477.7142857142857	other
KRTAP4-1	311.0	other
ALDH1A2	437.85	other
C19orf38	262.0	other
KRTAP4-2	307.0	other
ZNF214	520.5	other
RNASE3	178.0	other
TNFRSF25	216.9047619047619	other
TNP2	620.5	other
GPR151	1750.0	other
NKX6-2	1734.0	other
CDC45	59.23076923076923	other
PRM3	65.0	other
SAR1B	870.0	other
FNBP4	904.0	other
OR10A2	2064.0	other
OR10A5	68.0	other
AP000781.2	147.33333333333334	other
OR2D3	48.0	other
ABCB5	900.0	other
OR10A4	23.0	other
PRG2	623.3333333333334	other
DCK	623.0	other
ZKSCAN3	2078.3333333333335	other
ZSWIM6	1852.0	other
SF3A1	607.8	other
AC004832.3	339.5	other
RARS	125.44444444444444	other
C17orf67	229.0	other
PEX2	1210.3333333333333	other
SNTG2	199.2	other
ATAD2B	3377.5	other
DNM1	287.51724137931035	other
C19orf25	994.9	other
CNIH2	274.3333333333333	other
HRC	38.666666666666664	other
RTL4	1450.0	other
PLCD3	1980.0	other
MYH14	302.85	other
DUSP15	458.14285714285717	other
TMEM150B	140.44444444444446	other
GU182339.1	241.0	other
ZNF37A	4896.0	other
TPI1	531.25	other
ABCA12	372.3333333333333	other
RNMT	1617.375	other
ALMS1	278.90909090909093	other
FGL2	1581.0	other
LGALS14	114.0	other
MSANTD4	866.0	other
EID2	663.0	other
PLIN2	291.0	other
TPRG1L	1523.0	other
KRTAP5-1	70.0	other
RPL32	575.4	other
NCOR1	451.27777777777777	tr
GNAZ	1605.0	other
IDI1	1656.0	other
NADK2	1041.2	other
CDC6	2655.0	other
CDKN3	168.6	other
FP565260.2	759.0	other
KLC2	859.5714285714286	other
POPDC3	189.0	other
SOWAHC	2922.0	other
P3H4	589.75	other
CARD17	115.0	other
EFR3A	2746.0	other
SFT2D1	488.0	other
ZFAND1	303.2	other
CRISPLD1	1170.3333333333333	other
TBL3	549.5555555555555	other
ITM2B	1492.4285714285713	other
RIT2	253.5	other
ENY2	640.8333333333334	other
ATP4A	222.8	other
ENO4	733.5	other
ZNF680	1487.5	other
FUT2	825.6666666666666	other
SKP2	370.52941176470586	other
CREB3L1	415.0	tr
RUNX1T1	1365.2	tr
C10orf82	289.5	other
TEX101	197.0	other
DHRS4L2	243.41666666666666	other
IZUMO2	107.0	other
SHTN1	2290.4	other
CSAG2	306.0	other
ABCA7	122.0	other
SESN3	2700.6666666666665	other
LRRTM3	2033.0	other
IRX3	284.5	other
GMCL1	2391.0	other
EIF4E1B	643.0	other
ZNF726	779.6	other
CTNNA3	3949.0	other
NUDCD1	301.94117647058823	other
ZFYVE1	779.75	other
SDHB	158.0	other
TMEM40	704.4	other
ZFP90	721.1333333333333	other
PPIP5K1	898.9090909090909	other
MTO1	465.37931034482756	other
ARRDC1	235.0	other
RALBP1	2407.6666666666665	other
HSPA12A	2479.6666666666665	other
ALDH3A2	507.8787878787879	other
CCDC71L	2002.0	other
SFXN4	328.0	other
GPRC6A	38.0	other
PTK2B	878.25	other
UTP3	433.0	other
IL9R	581.0	other
GTF2IRD2	278.3333333333333	other
DPYS	231.33333333333334	other
RUFY3	485.55555555555554	other
IL17C	400.0	other
GRHL1	197.15	other
TBCD	1215.4444444444443	other
SMIM7	481.57575757575756	other
PCDH1	672.25	other
CACNA1B	1848.5	other
WDR38	256.0	other
CARD16	100.2	other
DCSTAMP	371.0	other
OSBPL1A	177.52777777777777	other
HLF	1545.7142857142858	other
MRGPRF	643.3333333333334	other
OR2B2	60.0	other
FRMPD4	3984.5	other
EPGN	339.0	other
ASGR1	206.2	other
HNRNPA1L2	340.0	other
FNDC4	559.0	other
ZDHHC15	2273.5	other
CYTH4	527.25	other
MANBA	230.30555555555554	other
GPR12	2067.0	other
PLEKHG3	2114.5	other
ZNF782	400.625	other
LONRF2	5880.5	other
SLC25A39	196.8181818181818	other
DUSP10	483.85714285714283	other
FAM149B1	863.1666666666666	other
WASF3	3099.5	other
R3HDML	442.0	other
IKBKG	289.05882352941177	other
CNRIP1	752.6666666666666	other
SLC24A4	3178.0	other
FCRLB	308.0	other
ARSB	2135.6666666666665	other
GRAMD2B	291.26666666666665	other
C8orf74	665.2857142857143	other
G6PD	608.0	other
LHPP	606.3333333333334	other
PCED1A	147.0	other
UBQLNL	620.0	other
EEF1AKMT2	486.8	other
POU5F2	7356.0	other
RIBC1	538.6666666666666	other
OR52N1	1382.0	other
GLRA1	150.11111111111111	other
FAT2	1470.5	other
DUOX1	210.2	other
GPATCH2	3063.5	other
GOLGA6L2	558.4	other
TSPAN6	1067.25	other
ETDA	113.5	other
SMIM8	659.0	other
ELP2	298.0357142857143	other
INHBA	1569.6666666666667	other
CISH	1097.0	other
DTNB	137.1219512195122	other
PCDHB14	1023.0	other
DENND1C	143.05882352941177	other
PCDHB3	786.0	other
SLC22A4	370.0	other
GPATCH2L	2042.7692307692307	other
TNMD	167.0	other
PCDHB5	802.0	other
EYA2	568.4	other
NMRAL1	127.57142857142857	other
DPP3	300.25	other
CDC14B	1311.2	other
SEMA4F	390.0769230769231	other
RTL8A	834.0	other
SF1	358.42857142857144	other
ADAMTS3	997.0	other
CCDC7	150.328125	other
FZD1	4501.0	other
FAM129A	2123.0	other
FCER1G	236.0	other
ZMAT2	420.6666666666667	other
GPR32	60.0	other
THSD1	233.0	other
MRPL10	353.5833333333333	other
ZNF829	1753.5	other
ZC3H12D	1490.6666666666667	other
CLEC1B	710.25	other
PSME3	601.6111111111111	other
NR2F2	1622.0	tr
LRRN3	379.0	other
RIMS1	581.1	other
DEDD	798.0	other
OTOA	131.8695652173913	other
SLC16A13	158.0	other
MAOB	854.0	other
GTF2H2C	206.7	other
C1QTNF6	670.8	other
KAT8	352.5	other
SLC4A9	122.375	other
PAOX	178.65	other
UBL4A	650.6666666666666	other
PDGFRA	1001.8	other
RGS22	118.25	other
GMPR	362.0	other
UCP2	287.0	other
PLEKHA2	1970.5	other
WISP1	952.8333333333334	other
ZNF177	460.75	other
R3HDM2	725.7142857142857	other
NT5DC2	103.26666666666667	other
CCDC9	257.0	other
COA3	524.3333333333334	other
AC007998.2	16.0	other
GAGE12H	90.0	other
GTF2F1	556.5	tr
TEAD1	2938.75	tr
STK31	98.5	other
UGP2	142.94594594594594	other
AGO1	864.1176470588235	other
METTL9	679.375	other
PPP1R3F	330.6	other
HYPK	740.3333333333334	other
KRTAP19-4	31.0	other
NME8	96.8	other
FTSJ1	297.3333333333333	other
ZNF493	910.8	other
TOX2	618.8	other
TGIF1	497.7692307692308	other
PSG3	239.22222222222223	other
CCDC152	1573.5	other
OR51G2	1089.0	other
LRRC9	140.16666666666666	other
CCR1	1536.0	other
C16orf78	152.0	other
FAM177A1	416.7647058823529	other
GALNT13	411.0	other
GU182352.2	241.0	other
OR51D1	1183.0	other
CCR3	340.25	other
FAM50A	221.0	other
CCDC85A	1817.0	other
PSEN2	379.8	other
PPP1R7	201.88888888888889	other
GPSM2	1467.1666666666667	other
VPS51	176.07142857142858	other
CACNA1S	317.0	other
SEPT2	592.875	other
SCUBE3	4373.0	other
ZBTB39	3944.0	other
SLC23A3	161.5	other
TIPRL	1116.5	other
AC233723.1	129.0	other
LIN9	1103.75	other
ATOX1	501.3	other
SNRPD3	155.2	other
DEFB106B	99.0	other
ST6GAL1	1460.3333333333333	other
MORC3	137.94736842105263	other
SULT1A4	156.9	other
DENND1B	998.5555555555555	other
FICD	797.5	other
POTEI	458.7	other
CLCNKA	262.0	other
IFNK	245.5	other
CAPN8	205.86666666666667	other
PRSS50	130.0	other
AC109583.3	307.0	other
ARHGEF5	574.5	other
COQ9	265.7142857142857	other
ANKRD17	1233.5	other
NUP188	417.0	other
PLEK	1636.0	other
SNX9	2238.0	other
ALOX5AP	318.5	other
MYO15A	353.3333333333333	other
ATAD3A	612.5	other
RHOF	721.3333333333334	other
CSTF2	114.14285714285714	other
SLFN14	113.0	other
ZNF503	918.0	other
SLFN12L	625.5	other
NT5E	971.5	other
CDC73	929.4	other
CRY1	468.0	tr
AMY2A	31.5	other
MARC1	1486.4	other
HTR6	193.0	other
CRNKL1	452.3448275862069	other
IL17RC	99.44444444444444	other
DUSP12	148.63636363636363	other
SEC63	1045.5	other
PSMA2	374.42105263157896	other
FCN1	1745.5	other
FGF14	12026.0	other
SH3GL1	913.3333333333334	other
COL17A1	503.8	other
SAC3D1	203.5	other
FCGR2B	682.0	other
ANGPTL5	604.0	other
OR52N4	110.0	other
CRYGS	175.0	other
GINS3	1157.0	other
GID4	960.5	other
MST1	80.0	other
TEX48	188.0	other
TAGLN3	330.1666666666667	other
RNF8	508.5	other
LMO7DN	708.0	other
CT55	596.5	other
MMP9	192.0	other
HBD	86.33333333333333	other
ZNF319	1848.0	other
YAF2	490.0769230769231	other
AP002748.4	1575.0	other
TDGF1	910.5	other
AC104304.1	78.33333333333333	other
NGEF	347.5	other
KIAA0513	3089.3333333333335	other
CCDC113	1088.375	other
LARP1B	610.8333333333334	other
IVNS1ABP	713.6666666666666	other
PF4V1	32.0	other
TMCC1	3687.3333333333335	other
VPS36	3227.0	other
PLXND1	385.0	other
G6PC	948.0	other
EPPK1	455.5	other
ORMDL1	1043.5	other
VN1R1	634.0	other
ENPP5	1524.0	other
UBE2F	177.1551724137931	other
PTPN14	940.3076923076923	other
CAPN1	507.57142857142856	other
ZFP1	990.1666666666666	other
PSMD5	469.2	other
RSPRY1	1240.0	other
RBMS2	450.95454545454544	other
SLC25A41	230.33333333333334	other
ARRDC5	608.0	other
SLK	3512.0	other
FHIT	270.6	other
DHX34	229.28571428571428	other
C3orf18	741.8888888888889	other
SGSM2	418.8181818181818	other
LTF	241.66666666666666	other
SMIM4	533.3333333333334	other
TMEM176A	169.8	other
SLC36A2	374.92857142857144	other
PPM1A	984.0833333333334	other
ZFP36L2	1916.0	other
NENF	372.0	other
GLT8D1	265.5	other
SHCBP1L	117.0	other
ADCY9	704.4	other
AC137834.1	146.07692307692307	other
ARRDC3	2675.0	other
KCTD5	862.5	other
CCNL2	267.0	other
USP28	184.6216216216216	other
EBF4	312.3333333333333	other
GAGE1	1109.2	other
SIRT7	144.83333333333334	other
PTP4A3	839.8888888888889	other
ZNF396	983.3333333333334	other
FAU	189.42857142857142	other
MAN1A1	2609.0	other
PSG1	642.0	other
OSER1	555.0	other
SPERT	185.33333333333334	other
EFCAB6	117.66666666666667	other
CLDN25	14.0	other
KDELR3	510.5	other
HSFX1	76.0	other
NT5C1B-RDH14	238.0	other
BEX2	188.33333333333334	other
SLFN11	1690.3333333333333	other
CCNJL	1019.7894736842105	other
GGT6	643.0	other
AKAP10	248.75	other
IL9	144.0	other
CTGF	1087.0	other
ZNF708	1102.5	other
ZSWIM2	104.25	other
MAP3K13	518.76	other
CLECL1	321.5	other
ADCY4	143.5142857142857	other
EIF3F	760.1111111111111	other
LILRB5	366.6	other
NDUFB2	162.33333333333334	other
TMEM104	1863.75	other
MPEG1	2204.0	other
HBE1	120.66666666666667	other
ACCS	421.0	other
CAMTA2	338.3333333333333	other
SLC17A7	462.5	other
CTU1	994.0	other
ADAM9	746.6	other
DUSP21	182.0	other
COL6A5	444.0	other
CTAGE6	235.0	other
FRAT2	1373.0	other
COL20A1	1087.0	other
CDK5R2	1237.0	other
TRABD2A	318.6666666666667	other
PTPRCAP	222.0	other
NBL1	1268.2857142857142	other
TEX53	224.0	other
SLC39A6	516.6666666666666	other
IFT140	199.5	other
USH2A	2088.5	other
FBXO43	457.0	other
PHC2	1238.75	other
ACTR2	646.7142857142857	other
DDX19A	227.6	other
PLA2G12B	446.0	other
GGT5	312.0	other
KATNAL1	2984.0	other
SGK1	822.0	other
EPHA1	344.0	other
DCAF12L1	872.5	other
MCMDC2	293.962962962963	other
ZYX	276.0	other
UCN	120.0	other
B4GALT3	504.0	other
TXNL1	893.8181818181819	other
NOP16	161.75	other
SPDYC	26.0	other
ARPC5	2649.3333333333335	other
TRA2B	320.9230769230769	other
GULP1	1494.111111111111	other
CLDN34	349.0	other
SLC10A3	189.5	other
SCN7A	723.9411764705883	other
OR7C1	7441.5	other
GU182343.2	503.0	other
CCDC171	965.0	other
BMPR2	3555.4	other
VPS35L	384.3888888888889	other
GU182343.1	450.0	other
POLR1A	896.2	other
POLR3G	1678.0	other
YPEL1	1804.5	other
ARL2	219.25	other
AGPAT5	423.5	other
CLEC2B	240.5	other
RAB1A	1129.0	other
RXRA	404.0	tr
KLHL26	596.5	other
ZNF559	986.8	other
HSFX4	181.0	other
GAGE12E	93.0	other
CNTD2	448.2	other
CNTFR	637.3333333333334	other
TMEM182	1407.0	other
GIMAP1-GIMAP5	582.0	other
GIMAP5	790.5	other
SCAND1	123.0	other
GIMAP4	673.5	other
ASNSD1	210.14285714285714	other
PSKH2	88.0	other
RDH14	467.0	other
FAM217A	333.0	other
PEA15	1442.0	other
ZBTB3	534.6666666666666	other
ADGRB2	248.71428571428572	other
RAMP2	150.25	other
ADAT3	295.0	other
MSGN1	0.0	other
HOMEZ	2335.0	other
AL096870.1	158.0	other
GPR141	62.0	other
PCNX4	1946.8	other
IFT172	116.33333333333333	other
KRTAP19-2	132.0	other
LHX4	1516.3333333333333	other
PPP1R3E	445.3076923076923	other
MTFR2	194.5	other
BRD3OS	2156.0	other
CCDC3	1789.0	other
FAM153A	236.86206896551724	other
BUB3	2361.0	other
KRTAP23-1	9.0	other
HES4	92.66666666666667	other
DNAH17	235.75	other
FAM120B	514.875	other
ZC3H4	2165.5	other
TOR1AIP1	1149.2	other
KIAA1217	1488.7777777777778	other
P2RX4	167.57692307692307	other
PCDH11Y	1498.8	other
MMP26	185.0	other
UBE2W	1085.6	other
OVCA2	325.0	other
ZNF80	747.2	other
CCDC178	446.6666666666667	other
OR5M8	85.0	other
TMEM136	2210.3333333333335	other
PCDHA13	1505.0	other
SCUBE1	2622.6666666666665	other
ZNF333	776.1538461538462	other
HNRNPUL2-BSCL2	138.27272727272728	other
OR5T1	124.5	other
OR8H1	603.3333333333334	other
CNTN1	1022.7142857142857	other
UBA52	259.9230769230769	other
SLC7A8	655.1875	other
ZNF205	179.0	other
MICU2	548.0	other
METRN	491.0	other
UBA6	1789.25	other
PLVAP	512.0	other
ARL5C	111.0	other
NDUFB7	102.0	other
CIDEB	372.25	other
ICA1	253.95238095238096	other
LILRA3	202.5	other
CARNS1	696.6666666666666	other
AC008162.2	82.0	other
CTRL	363.0	other
CRYGA	63.0	other
FXYD3	453.61538461538464	other
TRPV2	124.5	other
RNLS	745.0	other
TSPO	241.5	other
STAP1	238.0	other
BIK	406.0	other
HPRT1	590.0	other
HAUS4	197.54545454545453	other
DNAJC21	677.7692307692307	other
CD83	1681.0	other
MLF2	233.8	other
JAML	263.125	other
C6orf106	2202.3333333333335	other
KLK8	95.44444444444444	other
PRCC	234.0	other
MRPL24	93.0	other
CCDC83	364.0	other
ZSCAN32	618.4	other
OPN1MW2	100.5	other
GDF10	754.0	other
SLC22A23	846.9285714285714	other
RASGRP4	669.0	other
OR4S2	1014.0	other
IFNLR1	945.25	other
ZFAND4	339.0	other
B3GNT6	1266.0	other
UTP14A	147.5	other
DPH2	332.8421052631579	other
RXFP2	724.0	other
CD22	228.03571428571428	other
TIMM17A	1106.0	other
NXPE4	175.5	other
PRKCE	1667.0	other
RCHY1	380.1764705882353	other
LRRC58	6690.0	other
C16orf96	396.0	other
MAPK8	3779.5714285714284	other
IPO9	4189.5	other
FAM167B	254.0	other
CDH22	771.5	other
SLC39A5	114.0	other
TAS2R38	56.0	other
INPP5B	1388.1666666666667	other
OR14A2	177.0	other
CPD	773.875	other
KLF5	1654.5	tr
RARS2	34.0	other
PHLDA3	534.25	other
SAXO2	507.2	other
USP30	290.8333333333333	other
B3GLCT	2607.0	other
ARFGEF3	8176.0	other
ZNF251	399.0	other
FAM71F1	335.3333333333333	other
PPP1R1B	633.8	other
SLC4A2	156.5	other
AKNAD1	254.54545454545453	other
ASCL5	798.0	other
DCDC2B	298.0	other
EPHA2	877.0	other
SUMF1	450.625	other
TINCR	759.2	other
AC009163.2	649.6666666666666	other
RCCD1	300.55555555555554	other
FNDC10	1322.0	other
AQP6	407.0	other
STX3	458.5625	other
ESPNL	1388.5	other
ANKRD66	1456.5	other
MED11	404.3333333333333	other
CES2	274.4117647058824	other
MCRS1	157.38888888888889	other
AREG	117.66666666666667	other
AC015802.6	1952.0	other
ZBTB41	5678.0	other
RRAD	393.0	other
PIBF1	376.0	other
OSBPL3	234.325	other
CABP4	498.4	other
MEDAG	632.5	other
CD28	3998.0	other
LEPROT	4087.0	other
KCMF1	6062.0	other
GRIK4	1355.6666666666667	other
CCL28	1132.5	other
HSD17B7	124.9	other
SLF1	369.625	other
NLRP4	264.6666666666667	other
ASAH2	517.9	other
FAIM2	810.0	other
CT45A6	173.0	other
STIMATE	758.1666666666666	other
APBB1	345.2142857142857	other
TMPRSS11E	405.0	other
CRYBA2	61.5	other
ZNF121	2871.5	other
DUOXA2	288.6666666666667	other
GSE1	2457.4	other
OR51Q1	51.0	other
EMSY	628.8	other
MIEF1	1330.0	other
CSMD2	1182.8181818181818	other
AC104389.5	88.0	other
B4GALT4	1192.857142857143	other
LHX2	421.5	tr
JOSD1	1270.5	other
TOMM22	1579.0	other
TBC1D28	1193.5	other
SCAF4	300.0	other
AGAP6	286.6666666666667	other
SPAST	561.0	other
TMPRSS7	149.5625	other
FBXO32	2864.0	other
ADGRA2	2080.0	other
PDSS2	1147.0	other
OBP2A	85.61538461538461	other
LYPLAL1	1136.0	other
BEND3	3518.5	other
COMP	140.66666666666666	other
PRG4	783.0	other
GJB7	1262.0	other
PCDHB9	1828.0	other
LCN1	92.75	other
NR2F1	589.6666666666666	tr
PRKAA1	1300.6666666666667	other
RHBDF2	539.6666666666666	other
DEFA4	197.0	other
HSF2	821.5	other
HMGCS1	1735.0	other
CDK8	349.5	tr
P4HA2	526.6666666666666	other
GSG1	449.5	other
ZNF547	398.75	other
PNPLA3	259.1818181818182	other
C15orf41	583.258064516129	other
TSEN15	580.9090909090909	other
AL035460.1	1017.0	other
OR7A17	1514.3333333333333	other
CLEC12B	770.4285714285714	other
CNTD1	302.42857142857144	other
PDCD2	372.03846153846155	other
FFAR1	1407.0	other
UFC1	363.0	other
UBA2	226.15	other
ANGEL2	2254.6666666666665	other
HIC1	2035.0	other
CSH2	193.0	other
NECTIN4	1665.0	other
AL360181.3	329.0	other
BCL6B	1239.0	other
SPRN	2559.0	other
POU3F3	1560.0	other
HTR1E	250.0	other
RTL8C	820.0	other
KISS1R	274.0	other
SLFN12	270.3333333333333	other
SMG7	855.4	other
TMEM176B	237.66666666666666	other
FCHO1	237.42857142857142	other
INAFM1	358.0	other
LSM14B	478.0	other
SLC4A1	1614.0	other
AC012651.1	145.91463414634146	other
GEMIN4	429.0	other
FEM1A	7408.0	other
LRRC4C	122.0	other
EED	332.5	tr
EIF1AY	545.0	other
SUZ12	1843.0	tr
SLC7A13	296.0	other
CNGA4	62.5	other
PYGM	269.0	other
SDF2L1	122.0	other
AL160269.1	180.13333333333333	other
STAC3	275.8	other
CEP68	1456.1666666666667	other
CCDC106	388.4	other
MRPL49	464.375	other
ZNF784	1216.0	other
OLFM3	925.8	other
IL5RA	819.0	other
ENHO	424.0	other
C1QTNF2	1416.0	other
SLC38A9	285.27272727272725	other
DNMT3L	52.666666666666664	other
PIK3R1	841.9090909090909	other
SEC61B	190.0	other
PCDH9	4228.285714285715	other
ZNF738	601.4285714285714	other
PSG8	404.57142857142856	other
COL28A1	189.19230769230768	other
ARHGAP19	1210.909090909091	other
ZNF71	3723.0	other
OR4A5	69.0	other
WARS	476.4166666666667	other
GPALPP1	1783.8333333333333	other
DEFB128	32.0	other
COX19	430.4	other
PHACTR3	579.6666666666666	other
PRB2	70.0	other
ZNF365	642.1818181818181	other
INHBB	1933.0	other
OR4F16	36.0	other
C12orf40	182.07692307692307	other
TRIM44	11621.0	other
SNX29	1183.1666666666667	other
CTSH	174.875	other
LGSN	1547.0	other
SMIM14	1672.0	other
KLHL31	3696.0	other
VPS54	320.9	other
TSR3	171.33333333333334	other
ZFP28	966.25	other
NKX2-1	672.5	tr
PNMA8B	2366.0	other
AJAP1	2624.5	other
CHRDL1	855.0	other
KCTD11	1299.5	other
PCGF6	1108.0	other
TRIM8	932.4444444444445	other
ARSH	185.0	other
SLC2A6	925.0	other
RPEL1	1332.0	other
ZNF789	391.44444444444446	other
ZNF20	327.8	other
VPS37C	1563.0	other
RBFA	347.5	other
MEF2B	339.25	tr
MAPK9	703.1739130434783	other
C1QTNF3	1131.5	other
TPSD1	387.5	other
DEPP1	1262.0	other
TMEM164	4334.0	other
SHD	117.0	other
STK26	1152.0	other
EBI3	442.0	other
RPL31	548.4545454545455	other
CDK1	763.0	other
CPNE8	1088.6666666666667	other
CLEC4G	408.0	other
CD276	500.05882352941177	other
AP1M2	212.125	other
UQCR11	378.2	other
DPYSL5	2303.3333333333335	other
CEACAM4	190.0	other
CCR6	1504.0	other
PRH2	77.66666666666667	other
PPP2R1A	662.625	other
ANKDD1B	805.0	other
ZDHHC1	167.0	other
MBOAT1	140.0	other
MED12	232.33333333333334	other
BAIAP2	255.16	other
EMP2	2268.5	other
KLHL42	1401.25	other
LARS2	668.0	other
ARHGEF28	682.1428571428571	other
SLC4A3	180.57692307692307	other
RBM22	593.5	other
RAPGEF4	972.8571428571429	other
SSX1	296.5	other
SMARCE1	646.5166666666667	other
NAXD	1467.5	other
MYT1L	972.0	other
SSX5	250.125	other
TNFAIP8	1395.857142857143	other
TIMM8B	487.5	other
SRC	2515.5	other
TIMM21	1401.3333333333333	other
PIH1D2	228.2	other
ZBTB33	2963.0	tr
STAU1	1422.5	other
ADAM8	273.75	other
FAM25A	55.0	other
ARSG	994.3333333333334	other
ID4	743.5	other
CIDEA	213.16666666666666	other
DNAJC18	426.3333333333333	other
UTY	1185.4166666666667	other
NRSN1	1131.0	other
KIAA0586	697.8888888888889	other
CNNM2	4815.0	other
RPGRIP1	154.7	other
ZNF765	1244.8	other
UTP4	522.5	other
CXADR	1676.0	other
CYP4F8	172.33333333333334	other
COPZ2	181.41666666666666	other
SLC17A5	1697.0	other
LPCAT2	1810.0	other
SPIN4	2841.0	other
KCNJ12	1876.0	other
NAT8	112.0	other
GNRH2	10.0	other
IFFO2	1589.3333333333333	other
TOP2A	445.3333333333333	other
LIPT2	411.5	other
XRCC1	185.25	other
DYRK1B	303.75	other
DRAP1	87.25	other
LCNL1	749.0	other
RABEPK	393.125	other
RNF113B	377.0	other
CEP85L	2413.75	other
AMOT	2173.25	other
FGF3	335.0	other
PIP4K2A	999.3333333333334	other
LHFPL1	771.0	other
CLDN5	565.5	other
SP8	670.0	other
ABCC2	654.5	other
DENND4C	319.04	other
FOXD4L6	699.0	other
STK24	2861.1666666666665	other
GUCY1A2	4691.0	other
CALML6	100.0	other
KLRC2	238.0	other
LHFPL5	554.0	other
IGF2BP3	481.0833333333333	other
HDAC5	1110.3333333333333	other
NSDHL	429.0	other
VPS13A	960.7368421052631	other
SUGP2	479.51612903225805	other
FAM135A	519.3333333333334	other
GZMM	130.0	other
CCDC146	337.0	other
GATA5	1338.0	other
NKAPL	377.0	other
MBOAT2	805.3333333333334	other
TSPOAP1	498.0	other
TGM4	316.2	other
HIST1H2BG	1103.0	other
PHRF1	223.42857142857142	other
PPIF	411.4	other
SRSF8	1229.3333333333333	other
SLC22A24	251.0	other
KCNK7	260.375	other
WFDC3	216.5	other
SARM1	1480.0	other
GRIN3A	3820.0	other
P2RX1	640.0	other
PIR	204.0	other
CRIP3	233.75	other
CHCHD5	827.75	other
SMIM24	541.6666666666666	other
HEPH	742.8571428571429	other
KIDINS220	434.18918918918916	other
CRYBB2	96.0	other
HSCB	181.4	other
SPACA6	66.0	other
TAF1B	159.5	other
NSMCE3	2219.5	other
SLC10A5	48.0	other
FAM189A1	3084.0	other
FGFR3	408.037037037037	other
KRT12	357.0	other
TBC1D3I	464.55555555555554	other
STMN3	1170.6666666666667	other
AC011499.1	346.0	other
